List of MISMATCHES between SequenceA and SequenceB: (1)Inside chains and (2)Between chains


(1). Mismatches inside chains

 L1EndA	L2StartA		L1EndB	L2StartB		Mismatch
  86731	  86739		  82124	  82132		    8
  86770	  86771		  82163	  82164		    1
  86812	  86831		  82205	  82224		   19
  86893	  86894		  82286	  82287		    1
  87052	  87062		  82445	  82455		   10
  87238	  87240		  82631	  82633		    2
  87391	  87393		  82784	  82786		    2
  87424	  87426		  82817	  82819		    2
  87454	  87455		  82847	  82848		    1
  87499	  87500		  82892	  82893		    1
  87538	  87539		  82931	  82932		    1
  87583	  87584		  82976	  82977		    1
  87901	  87999		  83294	  83392		   98
  88406	  88456		  83799	  83849		   50
  88486	  88488		  83879	  83881		    2
  88513	  88535		  83906	  83928		   22
  88756	  88766		  84151	  84161		   10
  88799	  88802		  84194	  84197		    3
  88829	  88830		  84224	  84225		    1
  88854	  88871		  84249	  84266		   17
  88908	  88909		  84303	  84304		    1
  89012	  89019		  84407	  84414		    7
  89090	  89098		  84485	  84493		    8
  89342	  89343		  84737	  84738		    1
  89507	  89508		  84902	  84903		    1
  89552	  89554		  84947	  84949		    2
  89815	  89820		  85210	  85215		    5
  89861	  89863		  85256	  85258		    2
  89920	  89921		  85315	  85316		    1
  89972	  89973		  85367	  85368		    1
  90047	  90085		  85442	  85480		   38
  90142	  90146		  85537	  85541		    4
  90334	  90336		  85729	  85731		    2
  90361	  90371		  85756	  85766		   10
  90394	  90413		  85789	  85808		   19
  90484	  90485		  85879	  85880		    1
  90703	  90704		  86098	  86099		    1
  90826	  90845		  86221	  86240		   19
  90904	  90910		  86299	  86305		    6
  90931	  90969		  86326	  86364		   38
  91063	  91098		  86458	  86493		   35
  91186	  91187		  86581	  86582		    1
  91261	  91263		  86656	  86658		    2
  91291	  91292		  86686	  86687		    1
  91393	  91407		  86788	  86802		   14
  91441	  91442		  86836	  86837		    1
  91465	  91505		  86860	  86900		   40
  91541	  91543		  86936	  86938		    2
  91597	  91665		  86992	  87060		   68
  91705	  91706		  87100	  87101		    1
  91729	  91743		  87124	  87138		   14
  91768	  91800		  87163	  87195		   32
  91828	  91883		  87223	  87278		   55
  92127	  92128		  87522	  87523		    1
  92152	  92158		  87547	  87553		    6
  92209	  92211		  87604	  87606		    2
  92262	  92264		  87657	  87659		    2
  92298	  92299		  87693	  87694		    1
  92345	  92346		  87740	  87741		    1
  92397	  92398		  87792	  87793		    1
  92723	  92724		  88118	  88119		    1
  92954	  92956		  88349	  88351		    2
  92984	  92985		  88379	  88380		    1
  93098	  93100		  88493	  88495		    2
  93188	  93195		  88583	  88590		    7
  93386	  93419		  88781	  88814		   33
  93482	  93483		  88877	  88878		    1
  93617	  93639		  89012	  89034		   22
  93669	  93670		  89064	  89065		    1
  93706	  93707		  89101	  89102		    1
  93763	  93764		  89158	  89159		    1
  93842	  93845		  89237	  89240		    3
  93866	  93868		  89261	  89263		    2
  93909	  93925		  89304	  89320		   16
  94038	  94039		  89433	  89434		    1
  94173	  94174		  89568	  89569		    1
  94357	  94359		  89752	  89754		    2
  94933	  94934		  90328	  90329		    1
  95005	  95007		  90400	  90402		    2
  95038	  95040		  90433	  90435		    2
  95194	  95195		  90589	  90590		    1
  95554	  95556		  90949	  90951		    2
  95587	  95588		  90982	  90983		    1
  95632	  95633		  91027	  91028		    1
  95790	  95791		  91185	  91186		    1
  96390	  96391		  91785	  91786		    1
  96444	  96445		  91839	  91840		    1
  96489	  96526		  91884	  91921		   37
  96579	  96580		  91974	  91975		    1
  96699	  96701		  92094	  92096		    2
  96789	  96793		  92184	  92188		    4
  96933	  96934		  92328	  92329		    1
  96957	  96958		  92352	  92353		    1
  97077	  97079		  92472	  92474		    2
  97287	  97291		  92682	  92686		    4
  97401	  97402		  92796	  92797		    1
  97446	  97451		  92841	  92846		    5
  97488	  97489		  92883	  92884		    1
  97557	  97568		  92952	  92963		   11
  97692	  97693		  93087	  93088		    1
  97974	  97989		  93369	  93384		   15
  98137	  98148		  93532	  93543		   11
  98178	  98179		  93573	  93574		    1
  98209	  98211		  93604	  93606		    2
  98242	  98258		  93637	  93653		   16
  98295	  98303		  93690	  93698		    8
  98383	  98384		  93778	  93779		    1
  98437	  98438		  93832	  93833		    1
  98461	  98463		  93856	  93858		    2
  98488	  98505		  93883	  93900		   17
  98533	  98538		  93928	  93933		    5
  98563	  98565		  93958	  93960		    2
  98629	  98631		  94024	  94026		    2
  98722	  98736		  94117	  94131		   14
  98767	  98772		  94162	  94167		    5
  98989	  98990		  94384	  94385		    1
  99013	  99029		  94408	  94424		   16
  99096	  99098		  94491	  94493		    2
  99142	  99153		  94537	  94548		   11
  99396	  99406		  94791	  94801		   10
  99468	  99469		  94863	  94864		    1
  99570	  99574		  94965	  94969		    4
  99753	  99757		  95148	  95152		    4
  99975	  99976		  95370	  95371		    1
 100020	 100021		  95415	  95416		    1
 100044	 100066		  95439	  95461		   22
 100201	 100213		  95596	  95608		   12
 100275	 100285		  95670	  95680		   10
 100479	 100480		  95874	  95875		    1
 100508	 100510		  95903	  95905		    2
 100964	 100965		  96359	  96360		    1
 101045	 101058		  96440	  96453		   13
 101117	 101118		  96512	  96513		    1
 101195	 101203		  96590	  96598		    8
 101267	 101298		  96662	  96693		   31
 101354	 101355		  96749	  96750		    1
 101456	 101457		  96851	  96852		    1
 101513	 101514		  96908	  96909		    1
 101654	 101655		  97049	  97050		    1
 101701	 101717		  97096	  97112		   16
 102118	 102158		  97513	  97553		   40
 102268	 102323		  97663	  97718		   55
 102442	 102473		  97837	  97868		   31
 102535	 102536		  97930	  97931		    1
 102706	 102725		  98101	  98120		   19
 102813	 102815		  98208	  98210		    2
 102916	 102926		  98311	  98321		   10
 103380	 103393		  98775	  98788		   13
 103452	 103453		  98847	  98848		    1
 103509	 103510		  98904	  98905		    1
 103833	 103858		  99228	  99253		   25
 104254	 104256		  99649	  99651		    2
 104474	 104493		  99869	  99888		   19
 104555	 104574		  99950	  99969		   19
 104705	 104719		 100100	 100114		   14
 104753	 104755		 100148	 100150		    2
 104819	 104821		 100214	 100216		    2
 104969	 104972		 100364	 100367		    3
 105035	 105036		 100430	 100431		    1
 105296	 105303		 100691	 100698		    7
 105448	 105449		 100843	 100844		    1
 105559	 105560		 100954	 100955		    1
 105628	 105630		 101023	 101025		    2
 105658	 105659		 101053	 101054		    1
 105742	 105743		 101137	 101138		    1
 105766	 105779		 101161	 101174		   13
 106099	 106112		 101494	 101507		   13
 106237	 106238		 101632	 101633		    1
 106315	 106325		 101710	 101720		   10
 106528	 106530		 101923	 101925		    2
 106624	 106625		 102019	 102020		    1
 106672	 106703		 102067	 102098		   31
 106771	 106772		 102166	 102167		    1
 106865	 106872		 102260	 102267		    7
 106922	 106923		 102317	 102318		    1
 106946	 106947		 102341	 102342		    1
 106970	 106971		 102365	 102366		    1
 107027	 107028		 102422	 102423		    1
 107090	 107091		 102485	 102486		    1
 107144	 107145		 102539	 102540		    1
 107194	 107195		 102589	 102590		    1
 107216	 107218		 102611	 102613		    2
 107436	 107437		 102831	 102832		    1
 107964	 107965		 103359	 103360		    1
 108063	 108064		 103458	 103459		    1
 108165	 108166		 103560	 103561		    1
 108207	 108208		 103602	 103603		    1
 108445	 108446		 103840	 103841		    1
 108773	 108774		 104168	 104169		    1
 108896	 108897		 104291	 104292		    1
 108947	 108948		 104342	 104343		    1
 109028	 109029		 104423	 104424		    1
 109073	 109074		 104468	 104469		    1
 109151	 109153		 104546	 104548		    2
 109427	 109462		 104822	 104857		   35
 110150	 110171		 105545	 105566		   21
 110309	 110310		 105704	 105705		    1
 110474	 110500		 105869	 105895		   26
 110564	 110565		 105959	 105960		    1
 110678	 110679		 106073	 106074		    1
 110702	 110704		 106097	 106099		    2
 112065	 112067		 107460	 107462		    2
 112212	 112217		 107607	 107612		    5
 112245	 112246		 107640	 107641		    1
 112289	 112290		 107684	 107685		    1
 112514	 112516		 107909	 107911		    2
 112541	 112542		 107936	 107937		    1
 112589	 112611		 107984	 108006		   22
 112816	 112818		 108211	 108213		    2
 112896	 112899		 108291	 108294		    3
 113202	 113204		 108597	 108599		    2
 113232	 113234		 108627	 108629		    2
 113262	 113263		 108657	 108658		    1
 113451	 113452		 108846	 108847		    1
 114090	 114101		 109485	 109496		   11
 114312	 114313		 109707	 109708		    1
 114396	 114398		 109791	 109793		    2
 114530	 114531		 109925	 109926		    1
 114789	 114790		 110184	 110185		    1
 114877	 114882		 110272	 110277		    5
 114960	 114961		 110355	 110356		    1
 115035	 115045		 110430	 110440		   10
 115263	 115264		 110658	 110659		    1
 115506	 115507		 110901	 110902		    1
 115832	 115833		 111227	 111228		    1
 115889	 115912		 111284	 111307		   23
 115953	 115968		 111348	 111363		   15
 116148	 116150		 111659	 111661		    2
 116633	 116634		 112144	 112145		    1
 116946	 116948		 112457	 112459		    2
 117323	 117325		 112834	 112836		    2
 117536	 117537		 113047	 113048		    1
 117757	 117758		 113268	 113269		    1
 118579	 118580		 114090	 114091		    1
 118629	 118631		 114140	 114142		    2
 118779	 118780		 114290	 114291		    1
 118848	 118849		 114359	 114360		    1
 118908	 118934		 114419	 114445		   26
 118978	 118990		 114489	 114501		   12
 119060	 119079		 114571	 114590		   19
 119126	 119128		 114637	 114639		    2
 119153	 119174		 114664	 114685		   21
 119195	 119214		 114706	 114725		   19
 119254	 119280		 114765	 114791		   26
 119393	 119394		 114904	 114905		    1
 119447	 119448		 114958	 114959		    1
 119484	 119502		 114995	 115013		   18
 119530	 119540		 115041	 115051		   10
 119563	 119564		 115074	 115075		    1
 119735	 119736		 115246	 115247		    1
 119763	 119765		 115274	 115276		    2
 119885	 119886		 115396	 115397		    1
 119909	 119916		 115420	 115427		    7
 119966	 119968		 115477	 115479		    2
 119993	 120001		 115504	 115512		    8
 120065	 120070		 115576	 115581		    5
 120224	 120226		 115735	 115737		    2
 120264	 120266		 115775	 115777		    2
 120294	 120313		 115805	 115824		   19
 120363	 120374		 115874	 115885		   11
 120399	 120403		 115910	 115914		    4
 120444	 120479		 115955	 115990		   35
 120663	 120694		 116174	 116205		   31
 120831	 120832		 116342	 116343		    1
 120970	 120971		 116481	 116482		    1
 120996	 121024		 116507	 116535		   28
 121332	 121333		 116843	 116844		    1
 121476	 121520		 116987	 117031		   44
 121545	 121567		 117056	 117078		   22
 121676	 121677		 117187	 117188		    1
 121710	 121713		 117221	 117224		    3
 122062	 122063		 117573	 117574		    1
 122120	 122124		 117631	 117635		    4
 122184	 122186		 117695	 117697		    2
 122211	 122214		 117722	 117725		    3
 122235	 122241		 117746	 117752		    6
 122269	 122279		 117780	 117790		   10
 122329	 122330		 117840	 117841		    1
 122647	 122676		 118158	 118187		   29
 122710	 122712		 118221	 118223		    2
 122826	 122838		 118337	 118349		   12
 122932	 122933		 118443	 118444		    1
 123001	 123003		 118512	 118514		    2
 123666	 123668		 119177	 119179		    2
 123746	 123747		 119257	 119258		    1
 123980	 123981		 119491	 119492		    1
 124301	 124302		 119812	 119813		    1
 124340	 124341		 119851	 119852		    1
 124379	 124381		 119890	 119892		    2
 124453	 124473		 119964	 119984		   20
 124592	 124593		 120103	 120104		    1
 124671	 124687		 120182	 120198		   16
 124725	 124729		 120236	 120240		    4
 124795	 124796		 120306	 120307		    1
 124890	 125051		 120401	 120562		  161
 125082	 125083		 120593	 120594		    1
 125337	 125338		 120848	 120849		    1
 125460	 125461		 120971	 120972		    1
 125485	 125516		 120996	 121027		   31
 125547	 125555		 121058	 121066		    8
 125589	 125602		 121100	 121113		   13
 125640	 125662		 121151	 121173		   22
 125700	 125713		 121211	 121224		   13
 125757	 125773		 121268	 121284		   16
 125946	 125948		 121457	 121459		    2
 126055	 126056		 121566	 121567		    1
 126143	 126145		 121654	 121656		    2
 126277	 126279		 121788	 121790		    2
 126377	 126378		 121888	 121889		    1
 126728	 126729		 122239	 122240		    1
 126863	 126864		 122374	 122375		    1
 126983	 126984		 122494	 122495		    1
 127286	 127296		 122797	 122807		   10
 127650	 127669		 123161	 123180		   19
 127785	 127786		 123296	 123297		    1
 127824	 127825		 123335	 123336		    1
 127983	 127984		 123494	 123495		    1
 128050	 128052		 123561	 123563		    2
 128172	 128195		 123683	 123706		   23
 128346	 128347		 123857	 123858		    1
 128418	 128419		 123929	 123930		    1
 128658	 128659		 124169	 124170		    1
 128763	 128764		 124274	 124275		    1
 128865	 128870		 124376	 124381		    5
 128934	 128935		 124445	 124446		    1
 128959	 128960		 124470	 124471		    1
 129009	 129011		 124520	 124522		    2
 129285	 129286		 124796	 124797		    1
 129327	 129328		 124838	 124839		    1
 129411	 129412		 124922	 124923		    1
 129462	 129463		 124973	 124974		    1
 129513	 129514		 125024	 125025		    1
 129576	 129577		 125087	 125088		    1
 129660	 129662		 125171	 125173		    2
 129693	 129695		 125204	 125206		    2
 129729	 129733		 125240	 125244		    4
 129795	 129796		 125306	 125307		    1
 129840	 129841		 125351	 125352		    1
 129897	 129899		 125408	 125410		    2
 130280	 130312		 125791	 125823		   32
 130376	 130377		 125887	 125888		    1
 130477	 130491		 125988	 126002		   14
 130568	 130585		 126079	 126096		   17
 130610	 130615		 126121	 126126		    5
 130643	 130678		 126154	 126189		   35
 130718	 130720		 126229	 126231		    2
 130748	 130764		 126259	 126275		   16
 130847	 130848		 126358	 126359		    1
 130898	 130914		 126409	 126425		   16
 130937	 130938		 126448	 126449		    1
 131063	 131077		 126574	 126588		   14
 131111	 131112		 126622	 126623		    1
 131150	 131173		 126661	 126684		   23
 131204	 131205		 126715	 126716		    1
 131402	 131416		 126913	 126927		   14
 131444	 131446		 126955	 126957		    2
 131490	 131491		 127001	 127002		    1
 131591	 131592		 127102	 127103		    1
 131615	 131616		 127126	 127127		    1
 131744	 131746		 127255	 127257		    2
 132638	 132639		 128266	 128267		    1
 132677	 132678		 128305	 128306		    1
 132731	 132732		 128359	 128360		    1
 132776	 132777		 128404	 128405		    1
 133022	 133024		 128650	 128652		    2
 133055	 133056		 128683	 128684		    1
 133136	 133138		 128764	 128766		    2
 133232	 133234		 128860	 128862		    2
 133361	 133363		 128989	 128991		    2
 133568	 133569		 129196	 129197		    1
 133673	 133675		 129301	 129303		    2
 133769	 133822		 129397	 129450		   53
 133853	 133855		 129481	 129483		    2
 133936	 133937		 129564	 129565		    1
 133975	 133976		 129603	 129604		    1
 134010	 134034		 129638	 129662		   24
 134072	 134078		 129700	 129706		    6
 134101	 134132		 129729	 129760		   31
 134153	 134197		 129781	 129825		   44
 134218	 134226		 129846	 129854		    8
 134291	 134293		 129919	 129921		    2
 134374	 134378		 130002	 130006		    4
 134405	 134406		 130033	 130034		    1
 134434	 134481		 130062	 130109		   47
 134632	 134633		 130260	 130261		    1
 134682	 134689		 130310	 130317		    7
 134719	 134720		 130347	 130348		    1
 134912	 134913		 130540	 130541		    1
 134941	 135025		 130569	 130653		   84
 135085	 135104		 130713	 130732		   19
 135468	 135476		 131096	 131104		    8
 135513	 135514		 131141	 131142		    1
 135558	 135559		 131186	 131187		    1
 135861	 135863		 131489	 131491		    2
